16537,3,32,56.4216,0,9,27,29.901,3.72,310.75,0,0,0.881
16611,3,33,47.2479,0,21,37,58.137,4.26,11.02,0,0,-0.106
17358,3,42,55.4821,1,47,47,15.552,3.01,6.18,0,0,-0.125
17378,3,43,14.9561,0,9,45,54.715,3.52,110.58,0,0,0.915
17440,3,44,11.5549,0,64,48,25.538,3.84,32.71,0,0,1.133
17448,3,44,19.1264,1,32,17,17.784,3.84,2.21,0,0,0.022
17651,3,46,50.989,0,23,14,54.377,4.22,55.79,0,0,0.434
17678,3,47,14.2315,0,74,14,21.273,3.26,15.23,0,0,1.59
17797,3,48,35.8229,0,37,37,12.464,4.3,20.23,0,0,-0.038
17847,3,49,9.7312,1,24,3,12.687,3.62,8.57,0,0,-0.07
17874,3,49,27.2809,0,36,12,0.405,4.17,15.54,0,0,0.927
17959,3,50,21.4758,1,71,19,56.524,4.59,9.73,0,0,0.064
18246,3,54,7.9185,1,31,53,1.168,2.84,3.32,0,0,0.271
18505,3,57,25.4355,1,63,4,20.098,4.95,9.65,0,0,-0.074
18532,3,57,51.2211,1,40,0,36.983,2.9,6.06,0,0,-0.199
18597,3,58,44.7375,0,61,24,0.542,4.56,6.15,0,0,1.59
18614,3,58,57.8997,1,35,47,27.697,3.98,1.84,0,0,0.016
18724,4,0,40.8206,1,12,29,25.353,3.41,8.81,0,0,-0.099
19747,4,14,0.0813,0,42,17,37.943,3.85,27.85,0,0,1.085
19780,4,14,25.4311,0,62,28,26.324,3.33,19.98,0,0,0.915
19893,4,16,1.4914,0,51,29,13.545,4.26,49.26,0,0,0.312
19921,4,16,29.0835,0,59,18,6.294,4.44,54.84,0,0,1.078
20042,4,17,53.6186,0,33,47,53.993,3.55,18.27,0,0,-0.108
20205,4,19,47.5339,1,15,37,39.721,3.65,21.17,0,0,0.981
20455,4,22,56.0273,1,17,32,33.303,3.77,21.29,0,0,0.983
20535,4,24,2.1654,0,34,1,1.151,3.97,11.95,0,0,1.468
20648,4,25,29.3174,1,17,55,40.761,4.3,22.05,0,0,0.049
20889,4,28,36.9333,1,19,10,49.875,3.53,21.04,0,0,1.014
20894,4,28,39.6749,1,15,52,15.408,3.4,21.89,0,0,0.179
21060,4,30,50.0977,0,44,57,13.477,5.07,4.59,0,0,-0.194
21281,4,33,59.7184,0,55,2,42.02,3.3,18.56,0,0,-0.079
21393,4,35,33.0717,0,30,33,44.318,3.81,15.62,0,0,0.957
21421,4,35,55.2005,1,16,30,35.142,0.87,50.09,0,0,1.538
21444,4,36,19.1406,0,3,21,8.813,3.93,5.56,0,0,-0.21
21594,4,38,10.8709,0,14,18,12.913,3.86,29.84,0,0,1.082
21770,4,40,33.8231,0,41,51,48.853,4.44,49.67,0,0,0.342
21861,4,42,3.4463,0,37,8,41.158,5.04,36.16,0,0,0.391
21881,4,42,14.7035,1,22,57,25.112,4.27,8.14,0,0,-0.112
21949,4,43,3.9468,0,70,55,52.003,5.53,6.75,0,0,-0.114
22109,4,45,30.141,0,3,15,16.649,4.01,6.13,0,0,-0.148
22449,4,49,50.1382,1,6,57,40.491,3.19,124.6,0,0,0.484
22509,4,50,36.7223,1,8,54,0.909,4.35,16.84,0,0,0.01
22549,4,51,12.366,1,5,36,18.365,3.68,2.59,0,0,-0.157
22701,4,52,53.6804,0,5,27,9.921,4.36,14.39,0,0,0.257
22730,4,53,22.7553,1,2,30,29.754,5.33,5.11,0,0,1.632
22783,4,54,3.0106,1,66,20,33.577,4.26,0.47,0,0,-0.008
22845,4,54,53.7041,1,10,9,4.122,4.64,27.04,0,0,0.085
23015,4,56,59.6162,1,33,9,58.087,2.69,6.37,0,0,1.49
23123,4,58,32.9029,1,1,42,50.526,4.47,3.42,0,0,1.369
23453,5,2,28.6801,1,41,4,33.202,3.69,4.14,0,0,1.154
23685,5,5,27.6521,0,22,22,15.084,3.19,14.39,0,0,1.46
23875,5,7,51.034,0,5,5,10.546,2.78,36.71,0,0,0.161
23972,5,9,8.783,0,8,45,14.674,4.25,1.86,0,0,-0.187
24244,5,12,17.8874,0,11,52,8.914,4.45,13.53,0,0,-0.099
24305,5,12,55.8731,0,16,12,19.544,3.29,17.69,0,0,-0.11
24327,5,13,13.885,0,12,56,28.638,4.36,5.83,0,0,-0.094
24436,5,14,32.2712,0,8,12,5.901,0.18,4.22,0,0,-0.03
24608,5,16,41.2956,1,45,59,56.505,0.08,77.29,0,0,0.795
24845,5,19,34.526,0,13,10,36.397,4.29,3.03,0,0,-0.235
24873,5,19,59.0308,0,12,18,56.176,5.29,9.83,0,0,-0.104
25110,5,22,33.7773,1,79,13,50.725,5.08,47.66,0,0,0.506
25336,5,25,7.8682,1,6,20,59.044,1.64,13.42,0,0,-0.224
25428,5,26,17.4979,1,28,36,28.344,1.65,24.89,0,0,-0.13
25606,5,28,14.7263,0,20,45,33.236,2.81,20.49,0,0,0.807
25859,5,31,12.7355,0,35,28,13.569,3.86,11.77,0,0,1.13
25918,5,31,52.6618,0,76,20,29.988,5.18,32.43,0,0,1.13
25930,5,32,0.3997,0,0,17,56.736,2.25,3.56,0,0,-0.175
25985,5,32,43.8139,0,17,49,20.252,2.58,2.54,0,0,0.211
26069,5,33,37.5164,0,62,29,23.481,3.76,3.14,0,0,0.64
26207,5,35,8.2777,1,9,56,2.987,3.39,3.09,0,0,-0.16
26311,5,36,12.8126,0,1,12,6.902,1.69,2.43,0,0,-0.184
26451,5,37,38.6843,1,21,8,33.335,2.97,7.82,0,0,-0.148
26634,5,39,38.9399,0,34,4,26.578,2.65,12.16,0,0,-0.12
26727,5,40,45.5248,0,1,56,33.282,1.74,3.99,0,0,-0.199
27072,5,44,27.975,0,22,26,50.952,3.59,111.49,0,0,0.481
27100,5,44,46.4191,0,65,44,7.947,4.34,22.48,0,0,0.217
27288,5,46,57.3497,0,14,49,19.01,3.55,46.47,0,0,0.104
27321,5,47,17.0833,0,51,4,0.168,3.85,51.87,0,0,0.171
27366,5,47,45.3879,0,9,40,10.567,2.07,4.52,0,0,-0.168
27530,5,49,49.5768,0,56,9,59.359,4.5,18.78,0,0,1.075
27628,5,50,57.5528,0,35,46,9.452,3.12,37.94,0,0,1.146
27654,5,51,19.1528,0,20,52,39.05,3.76,29.05,0,0,0.984
27890,5,54,5.9001,0,63,5,27.675,4.65,36.67,0,0,1.022
27913,5,54,23.0839,1,20,16,35.094,4.39,115.43,0,0,0.594
27989,5,55,10.2892,1,7,24,25.331,0.45,7.63,0,0,1.5
28103,5,56,24.3183,0,14,10,4.937,3.71,66.47,0,0,0.337
28199,5,57,32.2119,0,35,16,59.905,4.36,3.82,0,0,-0.165
28328,5,59,8.7905,0,42,48,54.387,3.96,6.14,0,0,1.146
28360,5,59,31.7694,1,44,56,50.766,1.9,39.72,0,0,0.077
28380,5,59,43.2382,1,37,12,45.951,2.65,18.83,0,0,-0.083
28614,6,2,22.9904,1,9,38,50.523,4.12,21.49,0,0,0.17
28691,6,3,27.3603,1,19,41,26.197,5.14,3.05,0,0,-0.097
28734,6,4,7.2165,1,23,15,49.075,4.16,21.64,0,0,0.835
28910,6,6,9.334,0,14,56,7.031,4.67,19.14,0,0,0.046
29038,6,7,34.3219,1,14,46,6.683,4.42,6.1,0,0,-0.164
29151,6,8,57.9044,1,2,29,59.016,5.7,5.35,0,0,0.067
29426,6,11,56.3968,1,14,12,31.731,4.45,5.14,0,0,-0.18
29651,6,14,51.3365,0,6,16,29.019,3.99,5.06,0,0,1.319
29655,6,14,52.6967,1,22,30,24.566,3.31,9.34,0,0,1.6
29807,6,16,33.1354,0,35,8,26.634,4.37,17.83,0,0,0.978
30060,6,19,37.3908,1,59,0,39.259,4.44,21.88,0,0,0.032
30122,6,20,18.7872,0,30,3,48.156,3.02,9.7,0,0,-0.16
30277,6,22,6.8452,0,33,26,10.581,3.85,13.75,0,0,0.858
30324,6,22,41.9874,0,17,57,21.3,1.98,6.53,0,0,-0.24
30343,6,22,57.5911,1,22,30,49.861,2.87,14.07,0,0,1.621
30419,6,23,46.0977,1,4,35,34.22,4.39,25.39,0,0,0.215
30438,6,23,57.0906,0,52,41,44.585,-0.62,10.43,0,0,0.164
30867,6,28,49.0741,0,7,1,58.982,3.76,4.72,0,0,-0.113
30883,6,28,57.7905,1,20,12,43.802,4.13,6.49,0,0,-0.115
31416,6,35,3.3799,0,22,57,53.399,4.54,7.92,0,0,-0.035
31592,6,36,40.9989,0,19,15,20.553,3.95,50.41,0,0,1.037
31681,6,37,42.7023,1,16,23,57.893,1.93,31.12,0,0,0.001
31685,6,37,45.6717,0,43,11,45.326,3.17,7.71,0,0,-0.103
32246,6,43,55.9298,1,25,7,52.159,3.06,3.61,0,0,1.377
32349,6,45,9.2499,0,16,42,47.315,-1.44,379.21,0,0,0.009
32362,6,45,17.4336,1,12,53,45.798,3.35,57.02,0,0,0.443
32607,6,48,11.5371,0,61,56,31.128,3.24,32.96,0,0,0.225
32759,6,49,50.4655,0,32,30,30.555,3.5,4.13,0,0,-0.116
32768,6,49,56.1368,0,50,36,51.839,2.94,17.85,0,0,1.207
33018,6,52,47.3401,1,33,57,40.931,3.6,16.59,0,0,0.102
33160,6,54,11.4807,0,12,2,18.934,4.08,12.94,0,0,1.418
33165,6,54,13.0465,0,23,55,42.053,6.65,1.74,0,0,-0.056
33347,6,56,8.2263,0,17,3,15.288,4.36,1.06,0,0,-0.063
33449,6,57,16.5985,1,58,25,23.015,4.35,19.14,0,0,0.85
33579,6,58,37.5467,0,28,58,19.522,1.5,7.57,0,0,-0.211
33856,7,1,43.1517,0,27,56,5.43,3.49,2.68,0,0,1.729
33977,7,3,1.4736,0,23,49,59.885,3.02,1.27,0,0,-0.077
34045,7,3,45.4932,0,15,37,59.732,4.11,8.11,0,0,-0.112
34088,7,4,6.5354,1,20,34,13.078,4.01,2.79,0,0,0.899
34444,7,8,23.486,0,26,23,35.548,1.83,1.82,0,0,0.671
34481,7,8,44.8245,0,70,29,57.1,3.78,23.02,0,0,1.006
34693,7,11,8.3916,1,30,14,43.01,4.41,10.81,0,0,1.261
34769,7,11,51.8604,0,0,29,34.01,4.15,8.7,0,0,-0.005
35037,7,14,48.6616,0,26,46,21.67,4.01,3.53,0,0,-0.15
35228,7,16,49.8308,0,67,57,25.821,3.97,4.94,0,0,0.76
35264,7,17,8.5642,0,37,5,50.953,2.71,2.98,0,0,1.616
35350,7,18,5.6068,1,16,32,25.711,3.58,34.59,0,0,0.106
35550,7,20,7.3893,1,21,58,56.422,3.5,55.45,0,0,0.374
35904,7,24,5.705,0,29,18,11.231,2.45,1.02,0,0,-0.083
36046,7,25,43.6761,1,27,47,53.828,3.78,25.9,0,0,1.024
36145,7,26,42.8609,1,49,12,41.922,4.61,13.11,0,0,-0.001
36188,7,27,9.0723,1,8,17,21.872,2.89,19.16,0,0,-0.097
36377,7,29,13.8783,0,43,18,6.809,3.25,17.74,0,0,1.509
36850,7,34,36.0046,1,31,53,19.091,1.58,63.27,0,0,0.034
36962,7,35,55.3723,1,26,53,45.612,4.06,13.57,0,0,1.54
37279,7,39,18.5381,1,5,13,39.028,0.4,285.93,0,0,0.432
37447,7,41,14.8767,0,9,33,3.899,3.94,22.61,0,0,1.022
37504,7,41,49.196,0,72,36,22.087,3.93,24.36,0,0,1.033
37740,7,44,26.8686,1,24,23,53.265,3.57,22.73,0,0,0.932
37826,7,45,19.3638,1,28,1,34.717,1.16,96.74,0,0,0.991
38146,7,49,1.6966,0,24,54,44.076,5.32,10.16,0,0,0.751
39429,8,3,35.0701,0,40,0,11.478,2.21,2.33,0,0,-0.269
39757,8,7,32.7022,0,24,18,15.972,2.83,51.99,0,0,0.458
39794,8,7,55.8408,0,68,37,1.691,4.35,5.08,0,0,-0.113
39863,8,8,35.6577,0,2,59,1.595,4.36,1.76,0,0,0.97
39953,8,9,31.9553,0,47,20,11.802,1.75,3.88,0,0,-0.145
40526,8,16,30.9482,1,9,11,8.387,3.53,11.23,0,0,1.481
40702,8,18,31.2668,0,76,55,11.937,4.05,51.4,0,0,0.413
40843,8,20,3.8723,1,27,13,7.037,5.13,55.17,0,0,0.487
41037,8,22,30.8647,0,59,30,34.338,1.86,5.16,0,0,1.196
41075,8,22,50.1301,1,43,11,18.14,4.25,8.39,0,0,1.55
41312,8,25,44.2462,0,66,8,11.474,3.77,30.21,0,0,1.132
41704,8,30,16.0302,1,60,43,6.352,3.35,17.76,0,0,0.856
42313,8,37,39.4074,1,5,42,13.675,4.14,18.21,0,0,0.003
42402,8,38,45.4488,1,3,20,29.309,4.45,9.25,0,0,1.216
42515,8,40,6.1365,0,35,18,29.883,3.97,8.4,0,0,0.936
42536,8,40,17.6092,0,52,55,19.101,3.6,6.59,0,0,-0.168
42568,8,40,37.0352,0,59,45,39.653,4.31,2.31,0,0,-0.117
42799,8,43,13.4864,1,3,23,55.195,4.3,6.99,0,0,-0.192
42806,8,43,17.2131,1,21,28,6.946,4.66,20.58,0,0,0.01
42828,8,43,35.5475,0,33,11,11.081,3.68,3.86,0,0,-0.18
42911,8,44,41.1101,1,18,9,17.51,3.94,23.97,0,0,1.083
42913,8,44,42.1973,0,54,42,30.845,1.93,40.9,0,0,0.043
43103,8,46,41.8343,1,28,45,36.018,4.03,10.94,0,0,1.007
43109,8,46,46.6462,1,6,25,8.065,3.38,24.13,0,0,0.685
43234,8,48,25.9808,1,5,50,16.385,4.35,9.67,0,0,-0.044
43409,8,50,32.0113,0,27,42,36.211,4.02,15.63,0,0,1.272
43813,8,55,23.6848,1,5,56,43.9,3.11,21.64,0,0,0.978
44066,8,58,29.197,1,11,51,27.979,4.26,18.79,0,0,0.141
44127,8,59,12.8387,1,48,2,32.458,3.12,68.32,0,0,0.223
44248,9,0,38.7522,1,41,47,0.398,3.96,60.86,0,0,0.463
44382,9,2,26.7988,0,66,23,45.037,4,26.24,0,0,0.145
44471,9,3,37.5588,1,47,9,23.974,3.57,7.71,0,0,0.007
44700,9,6,31.7881,1,38,27,8.101,4.56,4.81,0,0,1.037
44816,9,7,59.7771,0,43,25,57.447,2.23,5.69,0,0,1.665
45080,9,10,58.1053,0,58,58,0.949,3.43,7.79,0,0,-0.19
45238,9,13,12.2408,0,69,43,2.901,1.67,29.34,0,0,0.07
45336,9,14,21.7933,1,2,18,54.087,3.89,25.34,0,0,-0.06
45556,9,17,5.4284,0,59,16,30.94,2.21,4.71,0,0,0.189
45688,9,18,50.6673,1,36,48,10.431,3.82,26.75,0,0,0.066
45860,9,21,3.4588,1,34,23,33.093,3.14,14.69,0,0,1.55
45941,9,22,6.8292,0,55,0,38.503,2.47,6.05,0,0,-0.141
46390,9,27,35.2518,0,8,39,31.26,1.99,18.4,0,0,1.44
46509,9,29,8.8388,0,2,46,8.243,4.59,58.48,0,0,0.411
46651,9,30,42.113,0,40,28,0.795,3.6,53.89,0,0,0.371
46733,9,31,31.5697,1,63,3,42.464,3.65,43.2,0,0,0.36
46776,9,31,58.9348,0,1,11,4.756,4.54,7.11,0,0,0.109
46853,9,32,52.3253,1,51,40,42.967,3.17,74.15,0,0,0.475
46952,9,34,13.377,1,36,23,51.408,4.54,18.52,0,0,0.914
47908,9,45,51.1024,1,23,46,27.401,2.97,13.01,0,0,0.808
48319,9,50,59.6917,1,59,2,20.776,3.78,28.35,0,0,0.291
48356,9,51,28.6825,0,14,50,47.58,4.11,11.92,0,0,0.918
48402,9,52,6.3602,1,54,3,51.429,4.55,7.47,0,0,0.038
48455,9,52,45.9577,1,26,0,25.506,3.88,24.52,0,0,1.222
48774,9,56,51.7548,0,54,34,4.07,3.52,1.69,0,0,-0.067
48926,9,58,52.34,0,35,53,27.359,5.23,30.67,0,0,0.3
49583,10,7,19.9535,1,16,45,45.597,3.48,1.53,0,0,-0.031
49593,10,7,25.7251,1,35,14,40.89,4.49,35.78,0,0,0.19
49641,10,7,56.2956,0,0,22,17.86,4.48,11.35,0,0,-0.032
49669,10,8,22.4594,1,11,58,1.902,1.36,42.09,0,0,-0.087
49841,10,10,35.3971,0,12,21,13.821,3.61,28.44,0,0,1.007
50099,10,13,44.2789,0,70,2,16.518,3.29,8.81,0,0,-0.074
50191,10,14,44.2738,0,42,7,19.426,3.85,31.72,0,0,0.051
50335,10,16,41.4043,1,23,25,2.382,3.43,12.56,0,0,0.307
50371,10,17,5.0053,0,61,19,56.351,3.39,4.43,0,0,1.541
50372,10,17,5.927,1,42,54,52.087,3.45,24.27,0,0,0.029
50583,10,19,58.1617,1,19,50,30.697,2.01,25.96,0,0,1.128
50801,10,22,19.8033,1,41,29,57.961,3.06,13.11,0,0,1.603
51069,10,26,5.505,0,16,50,9.945,3.83,13.14,0,0,1.456
51172,10,27,9.1559,0,31,4,4.088,4.28,8.9,0,0,1.429
51232,10,27,52.7451,0,58,44,21.871,3.81,3.13,0,0,0.317
51233,10,27,53.0925,1,36,42,26.921,4.2,22.34,0,0,0.908
51437,10,30,17.503,0,0,38,13.099,5.08,9.46,0,0,-0.138
51839,10,35,28.2184,0,78,36,28.13,4.11,7.89,0,0,1.58
51986,10,37,18.2568,0,48,13,32.219,3.84,37.71,0,0,0.3
52419,10,42,57.4267,0,64,23,40.126,2.74,7.43,0,0,-0.22
52468,10,43,32.3077,0,60,33,59.857,4.58,3.06,0,0,1.7
52727,10,46,46.1221,0,49,25,12.451,2.69,28.18,0,0,0.901
52943,10,49,37.4321,0,16,11,38.875,3.11,23.54,0,0,1.232
53229,10,53,18.6399,1,34,12,56.039,3.79,33.4,0,0,1.04
53253,10,53,29.5662,0,58,51,11.753,3.78,33.71,0,0,0.945
53740,10,59,46.7488,0,18,17,56.75,4.08,18.71,0,0,1.079
53910,11,1,50.3908,1,56,22,56.441,2.34,41.07,0,0,0.033
54061,11,3,43.8369,1,61,45,4.028,1.81,26.38,0,0,1.061
54463,11,8,35.3956,0,58,58,30.151,3.93,0.55,0,0,1.225
54539,11,9,39.8594,1,44,29,54.792,3,22.21,0,0,1.144
54682,11,11,39.4863,0,22,49,32.183,4.46,12.26,0,0,0.025
54872,11,14,6.4121,1,20,31,26.522,2.56,56.52,0,0,0.128
54879,11,14,14.4409,1,15,25,47.147,3.33,18.36,0,0,-0.003
55282,11,19,20.5226,0,14,46,44.557,3.56,16.75,0,0,1.112
55687,11,24,36.6054,0,10,51,33.778,4.81,8.95,0,0,1.556
55705,11,24,52.9832,0,17,41,2.463,4.06,38.9,0,0,0.216
56211,11,31,24.2885,1,69,19,52.038,3.82,9.76,0,0,1.613
56343,11,33,0.259,0,31,51,27.087,3.54,25.23,0,0,0.947
56480,11,34,45.7119,0,54,15,50.874,4.62,7.04,0,0,-0.077
56561,11,35,46.9283,0,63,1,11.37,3.11,7.96,0,0,-0.044
56633,11,36,40.9485,0,9,48,8.113,4.7,10.7,0,0,-0.073
57283,11,44,45.7589,0,18,21,2.213,4.71,9.31,0,0,0.958
57363,11,45,36.5673,0,66,43,43.836,3.63,25.42,0,0,0.16
57380,11,45,51.5706,1,6,31,47.33,4.04,10.42,0,0,1.501
57399,11,46,3.1341,1,47,46,45.613,3.69,16.64,0,0,1.181
57632,11,49,3.8783,1,14,34,20.413,2.14,90.16,0,0,0.09
57936,11,52,54.5613,0,33,54,29.269,4.29,8.93,0,0,-0.1
58001,11,53,49.7413,1,53,41,41.039,2.41,38.99,0,0,0.044
58188,11,56,0.9835,0,17,9,2.911,5.17,11.42,0,0,-0.022
59196,12,8,21.5436,0,50,43,20.676,2.58,8.25,0,0,-0.128
59199,12,8,24.7527,0,24,43,43.608,4.02,67.71,0,0,0.334
59316,12,10,7.5259,0,22,37,11.252,3.02,10.75,0,0,1.326
59747,12,15,8.757,0,58,44,56.046,2.79,8.96,0,0,-0.193
59774,12,15,25.4491,1,57,1,57.353,3.32,40.05,0,0,0.077
59803,12,15,48.4678,0,17,32,31.141,2.58,19.78,0,0,-0.107
60000,12,18,20.9439,0,79,18,44.168,4.24,12.05,0,0,-0.123
60030,12,18,40.298,0,0,47,13.721,5.9,10,0,0,0.168
60718,12,26,35.9414,0,63,5,56.601,0.77,10.17,0,0,-0.243
60742,12,26,56.3276,1,28,16,7.031,4.35,19.18,0,0,1.128
60823,12,28,2.4116,0,50,13,50.177,3.91,7.36,0,0,-0.192
60965,12,29,51.9832,0,16,30,54.338,2.94,37.11,0,0,-0.012
61084,12,31,9.9293,0,57,6,45.249,1.59,37.09,0,0,1.6
61174,12,32,4.4848,0,16,11,45.116,4.3,54.92,0,0,0.388
61199,12,32,28.111,0,72,7,58.713,3.84,10.07,0,0,-0.157
61281,12,33,29.0425,1,69,47,17.556,3.85,6.55,0,0,-0.116
61317,12,33,45.0925,1,41,21,24.364,4.24,119.46,0,0,0.588
61359,12,34,23.2341,0,23,23,47.843,2.65,23.34,0,0,0.893
61585,12,37,11.0837,0,69,8,7.921,2.69,10.67,0,0,-0.176
61932,12,41,31.205,0,48,57,35.588,2.2,25.01,0,0,-0.023
